responseid,interview_start,interview_end,gender,colour_plus,region,list,Q1_1,Q1_2,Q1_3,Q1_4,Q1_99,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q4,Q4_98_other,Q4b_1,Q4b_2,Q4b_3,Q4b_4,Q4b_98,Q4b_98_recoded,Q4b_98_other,Q4b_5,Q4b_6,Q4b_7,Q4b_8,Q4b_9,Q4b_10,Q4b_99,Q5_1,Q5_2,Q5_3,Q5_4,Q5_99,Q6ax1_1,Q6ax1_2,Q6ax1_3,Q6ax2_1,Q6ax2_2,Q6ax2_3,Q6ax3_1,Q6ax3_2,Q6ax3_3,Q6ax4_1,Q6ax4_2,Q6ax4_3,Q6bx1_1,Q6bx1_2,Q6bx1_3,Q6bx2_1,Q6bx2_2,Q6bx2_3,Q6bx3_1,Q6bx3_2,Q6bx3_3,Q6bx4_1,Q6bx4_2,Q6bx4_3,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_99,Q9,Q10_1,Q10_2,oQ11,Q13,Q13_98_other,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_98,Q14_98_other,Q14_99,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_98,Q15_98_other,Q15_99,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q18a_1,Q18a_2,Q18a_3,Q18a_4,Q18a_5,Q18a_6,Q18a_7,Q18a_8,Q18a_9,Q18a_99,Q17_1,Q17_2,Q17_3,Q18,Q19,Q20,Q21,Q21_98_other,Q22,Q22_98_other,Q23,AgeBand,Q24
1943,3/12/2024,3/12/2024,Male,PURPLE,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,0,0,0,1,0,Super chargers in regional areas,1,0,0,0,0,0,0,0,1,0,0,0,,,,5,5,5,,,,,,,,,,0 - Weekend days,1,1,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,1,0,Somewhat familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,,0,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,2,3,"Discharge to my home only, to reduce my energy bills",1,2,Freestanding house,,Own outright,,54,45-54 years,Prefer not to say
1944,3/12/2024,3/12/2024,Male,KHAKI,RURAL,EV,1,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,0,1,0,Tesla Superchargers,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,3,4,5,,,,,,,2,2,2,2,2,2,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,1,0,0,Not at all familiar,Strongly agree,Strongly agree,,Next 1-2 years,,0,0,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1,Very interested,Very interested,Very interested,Not at all interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,1,0,0,0,0,0,0,0,0,2,1,3,"Discharge to my home only, to reduce my energy bills",3,2,Freestanding house,,Own outright,,68,65+,"$500-1000 a week / $26,000-$52,000 a year"
1945,3/12/2024,3/12/2024,Female,PURPLE,METROPOLITAN,EV,1,1,0,0,0,"20,001-50,000",1,0,0,1,0,At home,,0,0,0,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0 - Weekdays,2,0 - Weekdays,5,5,2,,,,,,,1,0 - Weekend days,0 - Weekend days,2,2,1,,,,,,,Strongly agree,Strongly agree,Strongly agree,0,0,1,Somewhat familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,0,Fairly interested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Very interested,Fairly uninterested,Fairly uninterested,Fairly uninterested,0,0,0,0,0,0,0,0,0,1,2,1,3,"Discharge to my home only, to reduce my energy bills",5,5 or more,Freestanding house,,Own with mortgage,,46,45-54 years,"$1000-2000 a week / $52,000-$104,000 a year"
1946,3/12/2024,3/12/2024,Male,KHAKI,REGIONAL,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,1,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,2,5,5,,,,,,,,,,0 - Weekend days,1,2,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,1,Somewhat familiar,Somewhat agree,Somewhat agree,My current car (MG4) potentially allows this.,Next 3-5 years,,0,0,0,0,0,0,0,0,1,1,1,0,,0,0,0,1,0,0,0,1,0,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,0,0,0,0,0,0,1,0,0,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,0,1,Freestanding house,,Own outright,,69,65+,Prefer not to say
1947,3/12/2024,3/12/2024,Male,PURPLE,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,1,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,0,0,1,Not at all familiar,Neither agree nor disagree,Strongly disagree,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,Semidetached or terrace,,Rent,,53,45-54 years,Prefer not to say
1948,3/12/2024,3/12/2024,Male,LILAC,RURAL,Main,1,0,0,0,0,"Less than 10,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,5,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Not at all familiar,Neither agree nor disagree,Strongly disagree,To expensive for the average householder,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,1,0,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Own outright,,77,65+,"$500-1000 a week / $26,000-$52,000 a year"
1949,3/12/2024,3/12/2024,Female,ORANGE,RURAL,Boost - 30 to 50,1,0,0,0,0,"More than 50,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,1,1,1,0,0 - Weekdays,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0,0,1,Not at all familiar,Strongly agree,Strongly agree,,I rent and am not able to get V2G installed,,0,0,0,0,1,0,0,1,0,0,1,0,,0,1,0,0,0,0,1,0,1,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly uninterested,Fairly uninterested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,0,0,0,0,1,1,1,0,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,1,1,Apartment/unit,,Rent,,49,45-54 years,"$2000-3000 a week / $104,000-$156,000 a year"
1951,3/12/2024,3/12/2024,Male,LILAC,REGIONAL,Main,1,0,0,0,0,"Less than 10,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,3,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,0,0,1,Not at all familiar,Neither agree nor disagree,Neither agree nor disagree,,5+ years,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,3,2,None of these,0,1,Freestanding house,,Own with mortgage,,80,65+,"Less than $500 a week / Less than $26,000 a year"
1952,3/12/2024,4/12/2024,Female,LILAC,METROPOLITAN,EV,0,1,1,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,,,,5,5,5,5,5,5,,,,,,,1,1,2,1,1,2,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,1,0,Very familiar,Strongly agree,Somewhat agree,No,Next 1-2 years,,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,0,0,,0,Fairly interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,0,1,1,0,0,1,0,0,0,0,1,2,3,None of these,3,2,Freestanding house,,Own outright,,83,65+,Prefer not to say
1954,3/12/2024,4/12/2024,Female,LILAC,METROPOLITAN,EV,1,1,0,0,0,"10,000-20,000",0,0,1,0,0,At home,,0,0,0,0,1,0,Tesla Supercharger,1,0,0,0,0,0,0,0,1,0,0,0,5,5,5,2,3,5,,,,,,,2,2,2,1,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat disagree,0,1,0,Very familiar,Strongly agree,Somewhat agree,Vehicles not yet available,As soon as possible,,0,0,0,1,1,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,0,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Not at all interested,Neither interested nor uninterested,Neither interested nor uninterested,Not at all interested,Fairly interested,Neither interested nor uninterested,0,0,0,0,0,0,0,0,0,1,1,2,3,None of these,5,2,Apartment/unit,,Own outright,,84,65+,"$1000-2000 a week / $52,000-$104,000 a year"
1958,3/12/2024,3/12/2024,Male,ORANGE,INTERSTATE,EV,1,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,1,1,1,0,,,0,0,0,0,0,0,0,0,1,1,1,0,0 - Weekdays,3,5,0 - Weekdays,3,5,,,,,,,2,2,2,0 - Weekend days,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat disagree,1,1,0,Very familiar,Somewhat disagree,Somewhat disagree,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,2,3,None of these,5,3,Freestanding house,,Own with mortgage,,46,45-54 years,Prefer not to say
1959,3/12/2024,3/12/2024,Male,GREY,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,3,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,1,Somewhat familiar,Somewhat agree,Strongly disagree,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,Apartment/unit,,Own outright,,84,65+,"$500-1000 a week / $26,000-$52,000 a year"
1961,3/12/2024,3/12/2024,Female,GREY,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",0,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,1,0,3,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,1,0,0,Somewhat familiar,Somewhat agree,Neither agree nor disagree,Live in an inner city area with no off street facility for plug in etc,Next 3-5 years,,0,0,0,0,0,1,0,0,0,1,1,0,,0,0,0,0,0,0,1,0,1,0,0,0,,0,Neither interested nor uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Neither interested nor uninterested,Fairly uninterested,1,1,1,0,0,0,0,1,0,0,1,3,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,1,2,Freestanding house,,Own outright,,67,65+,"$1000-2000 a week / $52,000-$104,000 a year"
1964,3/12/2024,3/12/2024,Male,KHAKI,RURAL,EV,1,1,0,0,0,"20,001-50,000",1,1,0,1,0,At home,,0,0,0,0,1,0,"Fast charger eg Chargefox, Evie",1,0,0,1,0,0,0,0,1,0,0,0,5,5,5,0 - Weekdays,3,5,,,,,,,2,2,2,0 - Weekend days,0 - Weekend days,0 - Weekend days,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,1,0,0,Somewhat familiar,Strongly disagree,Strongly disagree,Vehicle to home - YES Vehicle to grid - NO,,,0,0,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,1,1,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Other (please specify),Why is this relevant,0,Prefer not to say,Prefer not to say
1965,3/12/2024,3/12/2024,Male,GREY,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,4,5,5,,,,,,,,,,1,2,2,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,1,1,0,Very familiar,Strongly agree,Strongly agree,Not all EVs support V2G....we can draw from our Ioniq5 but it still does not support V2G.,Other (please specify),Depends if our EV supports the V2G technology.  ASAP if yes.,0,0,1,1,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly uninterested,Fairly interested,Fairly interested,Fairly interested,Fairly uninterested,Fairly uninterested,0,0,0,0,0,0,0,0,0,1,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,5,3,Freestanding house,,Own outright,,62,55-64 years,"$2000-3000 a week / $104,000-$156,000 a year"
1968,3/12/2024,3/12/2024,Male,YELLOW,REGIONAL,Boost - 30 to 50,1,0,0,0,0,"10,000-20,000",1,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,1,0,0,0,3,5,5,,,,,,,,,,1,1,1,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Somewhat familiar,Strongly agree,Strongly agree,,Next 1-2 years,,0,0,0,0,1,1,0,0,1,0,0,0,,0,1,1,0,0,1,0,0,0,0,0,0,,0,Very interested,Very interested,Very interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Very interested,Very interested,Very interested,1,0,1,0,0,0,1,0,1,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,6,4,Freestanding house,,Own with mortgage,,36,35-44 years,"$3000-4000 a week / $156,000-$208,000 a year"
1970,3/12/2024,5/12/2024,Male,PURPLE,METROPOLITAN,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,0,1,0,Tesla Super Charger stations during longer trips,1,0,0,0,0,0,0,0,1,0,0,0,,,,2,4,5,,,,,,,,,,0 - Weekend days,1,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,0,0,1,Somewhat familiar,Strongly agree,Strongly agree,"It could reduce the need for a home battery. An EV is a 60kWh home battery by itself if V2G is a possibility. Also would be wonderful if we can somehow use our EV's battery to power home appliance during blackouts. I'm not familiar with the possibility of that, all I have heard is the selling back energy to the grid.",Next 1-2 years,,0,0,0,0,0,0,0,0,1,1,1,0,,0,0,0,1,0,1,0,1,0,0,0,0,,0,Very interested,Fairly interested,Fairly interested,Not at all interested,Fairly interested,Fairly interested,Very interested,Fairly interested,Fairly interested,1,1,1,1,1,1,1,1,1,0,3,2,1,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,5,2,Freestanding house,,Own outright,,49,45-54 years,Prefer not to say
1972,3/12/2024,4/12/2024,Female,KHAKI,INTERSTATE,EV,1,1,0,0,0,"20,001-50,000",1,1,0,1,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,1,4,5,,,,,,,2,2,2,0 - Weekend days,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat disagree,1,0,0,Very familiar,Strongly agree,Strongly agree,"It’s an important part of our future. There needs to be a stronger uptake of this technology. Even if people don’t do it for the environment, they will find it wonderful for the hip pocket.",As soon as possible,,0,0,0,0,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,,0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,1,0,0,0,0,0,1,1,0,0,1,2,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,1,2,Freestanding house,,Own outright,,62,55-64 years,"$500-1000 a week / $26,000-$52,000 a year"
1975,3/12/2024,3/12/2024,Male,KHAKI,INTERSTATE,EV,0,1,0,0,0,"20,001-50,000",1,0,0,1,0,At home,,0,0,0,0,1,0,Tesla Supercharger,1,0,0,0,0,0,0,0,1,0,0,0,,,,1,5,5,,,,,,,,,,0 - Weekend days,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Very familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,1,1,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,1,1,1,1,1,1,1,1,1,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,3,1,Freestanding house,,Own outright,,63,55-64 years,"$500-1000 a week / $26,000-$52,000 a year"
1977,3/12/2024,3/12/2024,Female,GREY,METROPOLITAN,EV,0,1,0,0,0,"More than 50,000",0,0,1,0,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,4,3,4,,,,,,,,,,0 - Weekend days,1,1,,,,,,,Strongly disagree,Somewhat disagree,Strongly disagree,0,0,1,Not at all familiar,Strongly agree,Strongly agree,,Next 1-2 years,,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,1,1,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,0,0,0,0,0,0,0,0,0,3,1,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,5,2,Apartment/unit,,Own outright,,45,45-54 years,"$2000-3000 a week / $104,000-$156,000 a year"
1978,3/12/2024,3/12/2024,Male,GREY,METROPOLITAN,EV,1,0,0,1,0,"Less than 10,000",1,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,1,0,3,5,5,,,,,,,4,5,5,1,2,2,,,,,,,1,2,2,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,1,Not at all familiar,Neither agree nor disagree,Neither agree nor disagree,no,Don't know,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,3,2,None of these,0,2,Freestanding house,,Own outright,,74,65+,Prefer not to say
1979,3/12/2024,3/12/2024,Male,GREY,METROPOLITAN,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,"At a public charger (e.g. shopping centre, petrol station)",,0,0,0,0,1,0,CHarger in the local council car park,0,0,0,0,0,1,0,0,1,0,0,0,,,,4,3,5,,,,,,,,,,1,1,1,,,,,,,Strongly agree,Somewhat agree,Strongly agree,0,0,1,Very familiar,Strongly agree,Strongly agree,V2G can play a role in addressing some of the big challenges around the energy transition. Would like to see this enabled as a priority,Next 1-2 years,,0,0,0,0,1,1,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,,0,Very interested,Fairly interested,Very interested,Very interested,Very interested,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,1,1,1,1,1,0,1,0,0,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,2,2,Apartment/unit,,Own outright,,60,55-64 years,"$1000-2000 a week / $52,000-$104,000 a year"
1982,3/12/2024,4/12/2024,Male,GREY,METROPOLITAN,EV,0,1,0,0,0,"Less than 10,000",0,1,0,1,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,4,5,5,,,,,,,,,,1,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Very familiar,Strongly agree,Strongly agree,Will be very useful in keeping power prices low and avoid horrible nuclear power,As soon as possible,,0,0,0,0,1,1,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,1,0,1,0,,0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Neither interested nor uninterested,0,1,0,0,1,0,0,1,0,0,1,2,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,10,2,Freestanding house,,Own outright,,75,65+,"$2000-3000 a week / $104,000-$156,000 a year"
1985,3/12/2024,4/12/2024,Female,LILAC,REGIONAL,Main,1,0,0,0,0,"20,001-50,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,1,0,2,3,4,,,,,,,,,,1,1,1,,,,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,1,Not at all familiar,Strongly agree,Somewhat agree,,Next 3-5 years,,0,0,0,0,1,1,0,0,0,1,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,2,3,"Discharge to my home only, to reduce my energy bills",5,1,Townhouse,,Own outright,,1,Prefer not to say,"$1000-2000 a week / $52,000-$104,000 a year"
1986,3/12/2024,3/12/2024,Female,ORANGE,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,2,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,0,0,1,Not at all familiar,Strongly disagree,Strongly disagree,"Not relieve at to me not proactively and I have no inclination to have electric vehicle in my lifetime, solar panels in my lifetime or solar battery in my lifetime . Tired of this technology and climate change being rammed down my throat. Barely able to afford electricity and unable to use aircon in temperatures of 36 and above or gas in winter to warm my home as it is",,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,I’m not interested in any of these,0,,,,,,,,,,,,,,,,,,,,,,,,,5 or more,Freestanding house,,Own outright,,50,45-54 years,"$3000-4000 a week / $156,000-$208,000 a year"
1988,3/12/2024,3/12/2024,Male,PURPLE,METROPOLITAN,EV,0,1,0,0,0,"20,001-50,000",1,1,0,1,0,At home,,0,0,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,3,4,5,,,,,,,,,,1,1,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Very familiar,Strongly agree,Strongly agree,It is long overdue,As soon as possible,,0,0,0,0,0,0,1,0,0,1,1,0,,0,0,0,0,0,1,0,0,0,0,1,0,,0,Very interested,Very interested,Fairly interested,Fairly interested,Very interested,Fairly interested,Very interested,Very interested,Very interested,0,0,0,0,1,0,1,0,1,0,2,1,3,"Discharge to my home only, to reduce my energy bills",7,1,Freestanding house,,Own outright,,49,45-54 years,"$4000+ a week / $208,000+ a year"
1989,3/12/2024,3/12/2024,Male,LILAC,REGIONAL,Main,1,0,0,0,0,"Less than 10,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,5,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Somewhat disagree,0,0,1,Somewhat familiar,Strongly agree,Neither agree nor disagree,,Don't know,,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,2,3,"Discharge to my home only, to reduce my energy bills",5,2,Freestanding house,,Own outright,,75,65+,"$2000-3000 a week / $104,000-$156,000 a year"
1991,3/12/2024,4/12/2024,Female,KHAKI,RURAL,Main,1,0,0,0,0,"10,000-20,000",1,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,2,3,4,,,,,,,,,,1,1,2,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat disagree,1,0,0,Somewhat familiar,Somewhat agree,Somewhat disagree,GENERALLY EV'S ARE A SCAM,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly uninterested,Fairly interested,Fairly interested,Fairly uninterested,Fairly uninterested,Fairly uninterested,0,0,0,0,0,0,0,0,0,1,3,1,2,None of these,3,2,Freestanding house,,Own outright,,71,65+,"$1000-2000 a week / $52,000-$104,000 a year"
1992,3/12/2024,4/12/2024,Male,PURPLE,REGIONAL,EV,0,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,2,2,5,,,,,,,,,,1,1,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Very familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,0,1,1,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,Very interested,Very interested,Very interested,Fairly uninterested,Very interested,Very interested,Very interested,Very interested,Fairly interested,1,1,1,0,1,1,1,1,1,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,4,Freestanding house,,Own with mortgage,,39,35-44 years,"$4000+ a week / $208,000+ a year"
1993,3/12/2024,4/12/2024,Female,KHAKI,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,1,0,1,0,2,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Very familiar,Somewhat agree,Somewhat agree,,Next 1-2 years,,0,0,0,1,1,1,0,0,0,0,0,0,,0,1,0,0,1,0,1,0,0,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly interested,Very interested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,1,1,1,1,1,1,0,0,1,0,2,1,3,"Discharge to my home only, to reduce my energy bills",4,3,Freestanding house,,Own outright,,71,65+,"$2000-3000 a week / $104,000-$156,000 a year"
1994,3/12/2024,4/12/2024,Male,RED,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,,0,1,0,0,0,5,3,5,,,,,,,,,,1,1,1,,,,,,,,,,Neither agree nor disagree,Strongly agree,Strongly disagree,0,0,1,Not at all familiar,Somewhat agree,Neither agree nor disagree,None,I rent and am not able to get V2G installed,,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,1,0,0,0,,0,Fairly interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,2,3,None of these,3,1,Apartment/unit,,Rent,,38,35-44 years,"$4000+ a week / $208,000+ a year"
